127.0.0.1 - - [03/May/2024:08:56:07 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:09 +0900] "GET /trip/board/view.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:09 +0900] "GET /trip/board/lobby.jsp HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:09 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:27 +0900] "GET /trip/user/login.jsp HTTP/1.1" 200 7819
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:27 +0900] "GET /trip/css/trip.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:27 +0900] "GET /trip/css/lobby.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:33 +0900] "POST /trip/user/loginok.jsp HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8682
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/image/%ED%8C%9D%EC%97%85%EC%B0%BD.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/image/%EB%B4%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/image/%EC%97%AC%EB%A6%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/image/%EA%B0%80%EC%9D%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/image/%EA%B2%A8%EC%9A%B8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:34 +0900] "GET /trip/image/glasses.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:36 +0900] "GET /trip/image/%EB%B4%841.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:36 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 51631
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:36 +0900] "GET /trip/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:36 +0900] "GET /trip/upload/58a74883-70e9-4d79-a88b-be7d6c518fef HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:36 +0900] "GET /trip/upload/79928a46-370d-4283-bc82-e19468205d05 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:39 +0900] "GET /trip/user/bookmark.jsp HTTP/1.1" 200 15400
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:39 +0900] "GET /trip/css/user_info.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:56:42 +0900] "GET /trip/user/bookmark.jsp?page=2&uno=5 HTTP/1.1" 200 15425
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:20 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8682
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:21 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 51631
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:24 +0900] "GET /trip/user/bookmark.jsp HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:26 +0900] "GET /trip/user/bookmark.jsp?page=2&uno=5&kind=B HTTP/1.1" 200 15446
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:28 +0900] "GET /trip/css/view.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:29 +0900] "GET /trip/board/view.jsp?no=77 HTTP/1.1" 200 26746
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:29 +0900] "GET /trip/upload/f1cd1afe-2fb2-4857-82f8-f768b9e4f00d HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:29 +0900] "GET /trip/upload/cfce00b5-198d-46b2-b4a7-532a56235bca HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:30 +0900] "GET /trip/board/index.jsp?type=T&page=1&no=77&keyword=&kind=I&&season=null&local=null&human=null&move=null&schedule=null&uinout=null HTTP/1.1" 200 11482
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:51 +0900] "GET /trip/user/bookmark.jsp HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [03/May/2024:08:59:52 +0900] "GET /trip/user/bookmark.jsp?page=2&uno=5&kind=B HTTP/1.1" 200 15446
0:0:0:0:0:0:0:1 - - [03/May/2024:09:00:54 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8682
0:0:0:0:0:0:0:1 - - [03/May/2024:09:00:55 +0900] "GET /trip/user/bookmark.jsp HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [03/May/2024:09:00:57 +0900] "GET /trip/user/bookmark.jsp?page=2&uno=5&kind=B HTTP/1.1" 200 15446
0:0:0:0:0:0:0:1 - - [03/May/2024:09:00:58 +0900] "GET /trip/board/view.jsp?no=76 HTTP/1.1" 200 25076
0:0:0:0:0:0:0:1 - - [03/May/2024:09:00:58 +0900] "GET /trip/upload/1bd2096e-2d76-4ecf-b008-7c07815a9d79 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:09:00:58 +0900] "GET /trip/upload/6e26abee-e6e0-46cb-b97f-80bf2f7d04b5 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/May/2024:09:01:00 +0900] "GET /trip/board/index.jsp?type=T&page=1&no=76&keyword=&kind=I&&season=null&local=null&human=null&move=null&schedule=null&uinout=null HTTP/1.1" 200 11482
0:0:0:0:0:0:0:1 - - [03/May/2024:09:04:16 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8682
0:0:0:0:0:0:0:1 - - [03/May/2024:09:04:18 +0900] "GET /trip/user/bookmark.jsp HTTP/1.1" 200 15527
