127.0.0.1 - - [07/Jun/2024:11:56:12 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:12 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8363
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:12 +0900] "GET /trip/css/lobby.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:12 +0900] "GET /trip/css/trip.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:12 +0900] "GET /trip/js/jquery-3.7.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:13 +0900] "GET /trip/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:13 +0900] "GET /trip/image/%ED%8C%9D%EC%97%85%EC%B0%BD.jpg HTTP/1.1" 200 279816
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:13 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:15 +0900] "GET /trip/image/%EB%B4%841.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:16 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 52818
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:16 +0900] "GET /trip/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:16 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:16 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/css/view.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/upload/27073%EC%84%9C%EC%9A%B0-0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/board/view.jsp?type=T&keyword=&kind=I&season=&local=&human=&move=&schedule=&uinout=&page=1&no=27835 HTTP/1.1" 200 25311
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/upload/27073%EC%84%9C%EC%9A%B0-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/upload/27073%EC%84%9C%EC%9A%B0-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/upload/27073%EC%84%9C%EC%9A%B0-3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/upload/27073%EC%84%9C%EC%9A%B0-4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/image/%EB%B0%80%ED%8F%90%EC%9A%A9%EA%B8%B0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:19 +0900] "GET /trip/image/.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:22 +0900] "GET /trip/image/spon1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:22 +0900] "GET /trip/image/%EC%9D%B4%EA%B1%B4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:22 +0900] "GET /trip/image/spon2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:22 +0900] "GET /trip/image/spon4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:22 +0900] "GET /trip/image/spon3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:51 +0900] "GET /trip/user/login.jsp HTTP/1.1" 200 7965
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:54 +0900] "POST /trip/user/loginok.jsp HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:55 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8692
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:57 +0900] "GET /trip/firstmain/main.jsp?season=%EB%B4%84 HTTP/1.1" 200 40270
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:57 +0900] "GET /trip/css/index2.css HTTP/1.1" 200 2526
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:57 +0900] "GET /trip/js/main.js HTTP/1.1" 200 17355
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:57 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:57 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:58 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8692
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:58 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 53103
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:58 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:56:58 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 53103
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/js/jquery-3.7.1.js HTTP/1.1" 200 285314
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/css/trip.css HTTP/1.1" 200 9311
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/css/lobby.css HTTP/1.1" 200 3306
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/css/index.css HTTP/1.1" 200 2463
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 200 174354
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /trip/image/logo.jpg HTTP/1.1" 200 32604
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:47 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8692
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:47 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 53103
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:58:47 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:09 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8692
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:10 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 53103
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:10 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:10 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:20 +0900] "GET /trip/firstmain/main.jsp?season=&local=&human=&move=&schedule=&uinout=&type=T&keyword= HTTP/1.1" 200 40267
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:20 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:20 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:26 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8692
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:28 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 53103
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:28 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:30 +0900] "GET /trip/board/view.jsp?type=T&keyword=&kind=I&season=&local=&human=&move=&schedule=&uinout=&page=1&no=27835 HTTP/1.1" 200 26168
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:36 +0900] "POST /trip/board/reco_upok.jsp HTTP/1.1" 200 13
0:0:0:0:0:0:0:1 - - [07/Jun/2024:11:59:36 +0900] "GET /trip/board/view.jsp?type=T&keyword=&kind=I&season=&local=&human=&move=&schedule=&uinout=&page=1&no=27835 HTTP/1.1" 200 26160
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:09 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8363
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:09 +0900] "GET /trip/image/%EA%B0%80%EC%9D%84.jpg HTTP/1.1" 200 108907
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:09 +0900] "GET /trip/image/%EC%97%AC%EB%A6%84.jpg HTTP/1.1" 200 62354
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:09 +0900] "GET /trip/image/%EB%B4%84.jpg HTTP/1.1" 200 57498
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:09 +0900] "GET /trip/image/%EA%B2%A8%EC%9A%B8.jpg HTTP/1.1" 200 135736
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:09 +0900] "GET /trip/image/glasses.jpg HTTP/1.1" 200 1269
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:10 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 52818
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:10 +0900] "GET /trip/upload/e06e4eda-5204-4965-a61f-3095b1b7479c HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:10 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:28 +0900] "GET /trip/firstmain/main.jsp?season=&local=&human=&move=&schedule=&uinout=&type=T&keyword= HTTP/1.1" 200 39636
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:28 +0900] "GET /trip/upload/4d9a22a7-3c08-4d84-aa81-4c29dde79912 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:32 +0900] "GET /trip/board/search.jsp?season=%EB%B4%84&season=%EC%97%AC%EB%A6%84 HTTP/1.1" 200 20810
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:32 +0900] "GET /trip/css/index(search_result).css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:32 +0900] "GET /trip/upload/null HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:32 +0900] "GET /trip/upload/25838%EA%B8%B0%EB%A6%B0%EC%95%84-0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:32 +0900] "GET /trip/upload/25841%EA%B5%AD%EA%B0%80%EB%8C%80%ED%91%9C-0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:32 +0900] "GET /trip/upload/25840%EC%A0%95%EB%B9%84%EC%98%A4-0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:44 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8363
0:0:0:0:0:0:0:1 - - [07/Jun/2024:15:19:45 +0900] "GET /trip/board/index.jsp HTTP/1.1" 200 52818
