127.0.0.1 - - [02/May/2024:09:01:38 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:39 +0900] "GET /trip/user/join.jsp HTTP/1.1" 200 25908
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:39 +0900] "GET /trip/js/jquery-3.7.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:39 +0900] "GET /trip/css/trip.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:39 +0900] "GET /trip/css/lobby.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:39 +0900] "GET /trip/image/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:41 +0900] "GET /trip/user/img.jsp HTTP/1.1" 500 3188
0:0:0:0:0:0:0:1 - - [02/May/2024:09:01:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [02/May/2024:09:05:28 +0900] "GET /trip/user/login.jsp HTTP/1.1" 200 7819
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8364
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/image/glasses.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/image/%ED%8C%9D%EC%97%85%EC%B0%BD.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/image/%EC%97%AC%EB%A6%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/image/%EA%B2%A8%EC%9A%B8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/image/%EA%B0%80%EC%9D%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:23 +0900] "GET /trip/image/%EB%B4%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:29 +0900] "GET /trip/image/%EA%B2%A8%EC%9A%B81.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:29 +0900] "GET /trip/image/%EA%B0%80%EC%9D%841.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:08:29 +0900] "GET /trip/image/%EB%B4%841.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/May/2024:09:09:53 +0900] "GET /trip/user/login.jsp HTTP/1.1" 200 7819
0:0:0:0:0:0:0:1 - - [02/May/2024:09:09:57 +0900] "POST /trip/user/loginok.jsp HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [02/May/2024:09:09:58 +0900] "GET /trip/firstmain/lobby.jsp HTTP/1.1" 200 8693
